연번,시도,시군구,시군구,주소,기관명,대표전화,종별구분,설립구분,행정입원,폐쇄병상,개방병상,입원병상운영_야간공휴일,응급입원,낮병동운영,상급종합병원여부
1888,충북,청주시,흥덕구,사직대로 45-1,정다운정신건강의학과의원,043-263-0456,6. 의원,4. 개인,,,,,,,
1889,충북,청주시,흥덕구,풍산로 15,청주밝은정신건강의학과의원,043-233-7788,6. 의원,4. 개인,,,,,,,
1890,충북,청주시,흥덕구,2순환로 1262,하나병원,043-230-6114,1. 종합병원,3. 법인,,,,,,,
1891,충북,충주시,,국원대로 82,건국대학교 충주병원,043-840-8200,1. 종합병원,3. 법인,,,,,,,
1892,충북,충주시,,중앙로 80,남범우평안정신건강의학과의원,043-855-3334,6. 의원,4. 개인,,,,,,,
1893,충북,충주시,,봉계1길 54,마음앤정신건강의학과,043-845-8920,6. 의원,4. 개인,,,,,,,
1894,충북,충주시,,호암수청2로 15,연세소울정신건강의학과의원,043-724-0501,6. 의원,4. 개인,,,,,,,
1895,충북,충주시,,중앙로 80 네오메디클리닉,인성정신건강의학과의원,043-847-3079,6. 의원,4. 개인,,,,,,,
1896,충북,충주시,,예성로 16,호암병원,043-852-3800,2. 정신병원,4. 개인,O,,,O,O,,
1897,충남,공주시,,봉정돌개길 37,공주노인정신건강의학과의원,041-852-5233,6. 의원,4. 개인,,,,O,,,
1898,충남,공주시,,우금티로 428,공주참병원,041-881-6100,2. 정신병원,3. 법인,,,,,O,,
1899,충남,공주시,,고분티로 623-21,국립공주병원,041-850-5700,2. 정신병원,1. 국립,O,,,,O,O,
1900,충남,공주시,,반포초교길 253,국립법무병원,041-840-5645,2. 정신병원,1. 국립,,,,,,,
1901,충남,공주시,,산성찬호길 1,김정신건강의학과의원,041-854-0234,6. 의원,4. 개인,,,,,,,
1902,충남,공주시,,우금티로 513,마음이편한의원,041-856-7575,6. 의원,4. 개인,,,,,,,
1903,충남,공주시,,금벽로 351,맑은마음병원,041-852-7979,2. 정신병원,4. 개인,O,,,,O,,
1904,충남,공주시,,무령로 236,백제정신과의원,041-855-4490,6. 의원,4. 개인,,,,,,,
1905,충남,금산군,,금산읍 인삼로 87,금산제일정신건강의학과,041-754-1090,6. 의원,4. 개인,,,,,,,
1906,충남,논산시,,중앙로 498-1,김성우정신과의원,041-732-1145,6. 의원,4. 개인,,,,,,,
1907,충남,논산시,,시민로 294번길14,백제종합병원,041-730-8888,1. 종합병원,3. 법인,,,,O,O,,
1908,충남,논산시,,해월로 163,성모정신건강의학과,041-736-7800,6. 의원,4. 개인,,,,,,,
1909,충남,논산시,,한전2길 52,성지하임병원,041-734-9100,2. 정신병원,3. 법인,O,,,,O,,
1910,충남,논산시,,중앙로 403번길 11,이승민정신건강의학과의원,041-736-1214,6. 의원,4. 개인,,,,,,O,
1911,충남,당진시,,당진중앙3로 89,당진정신건강의학과의원,041-356-0601,6. 의원,4. 개인,,,,,,,
1912,충남,당진시,,밤절로 140,두드림의원,041-357-6119,6. 의원,4. 개인,,,,,,,
1913,충남,당진시,,합덕시장로 174-1,합덕아산병원,041-363-2700,5. 병원,3. 법인,,,,,,,
1914,충남,당진시,,당진중앙2로 97,행복주는의원,041-352-7911,6. 의원,4. 개인,,,,,,,
1915,충남,보령시,,번영로 11,대천정신과의원,041-935-6440,6. 의원,4. 개인,,,,,,,
1916,충남,보령시,,옥마로 277,보령엘피스병원,041-934-1522,2. 정신병원,3. 법인,,,,O,O,,
1917,충남,보령시,,중앙로 15,성심정신건강의학과의원,041-935-9911,6. 의원,4. 개인,,,,,,,
1918,충남,부여군,,장암면 충절로 1713번길 16,부여다사랑병원,041-832-7261,2. 정신병원,3. 법인,O,,,,O,,
1919,충남,부여군,,부여읍 부여로 12,부여명가정신건강의학과의원,070-8668-8275,6. 의원,4. 개인,,,,,,,
1920,충남,부여군,,부여읍 삼충로 648번길 41,부여청담병원,041-833-2089,2. 정신병원,4. 개인,O,,,,O,,
1921,충남,부여군,,부여읍 사비로 78,성요셉정신건강의학과의원,041-836-5311,6. 의원,4. 개인,,,,,,,
1922,충남,서산시,,율지5로 24,굿모닝정신건강의학과의원,041-681-7555,6. 의원,4. 개인,,,,,,,
1923,충남,서산시,,고운로 205,김정신건강의학과의원,041-667-4727,6. 의원,4. 개인,,,,,,,
1924,충남,서천군,,판교면 대백제로 2078,서천사랑병원,041-951-8114,2. 정신병원,3. 법인,O,,,,O,,
1925,충남,아산시,,탕정면 매곡리 1219 거산타워,마음&정신건강의학과의원,041-543-0095,6. 의원,4. 개인,,,,,,,
1926,충남,아산시,,탕정면 매곡리 1206,마음동정신건강의학과의원,041-548-7500,6. 의원,4. 개인,,,,,,,
1927,충남,아산시,,온양1동 300번지,마음봄정신건강의학과의원,041-533-0087,6. 의원,4. 개인,,,,,,,
1928,충남,아산시,,배방읍 배방로25,배방휴정신건강의학과의원,041-427-0248,6. 의원,4. 개인,,,,,,,
1929,충남,아산시,,온천동 222번지,선심정신건강의학과의원,041-548-4370,6. 의원,4. 개인,,,,,,,
1930,충남,아산시,,배방읍 세교리 348번지,아산병원,041-548-9851,2. 정신병원,3. 법인,O,,,O,O,O,
1931,충남,아산시,,배방읍 장재리 1792번지,아이마음정신건강의학과의원,041-531-7579,6. 의원,4. 개인,,,,,,,
1932,충남,아산시,,음봉면 월랑리 119,열린성애병원,041-543-3580,2. 정신병원,3. 법인,O,,,,O,,
1933,충남,아산시,,모종동 568-2,지상정신건강의학과의원,041-548-5944,6. 의원,4. 개인,,,,,,,
1934,충남,아산시,,배방읍 장재리 1767 요진와이시티,키다리정신건강의학과의원,041-555-2355,6. 의원,4. 개인,,,,,,,
1935,충남,아산시,,탕정면 매곡리 1210,함께공감정신건강의학과,041-424-7501,6. 의원,4. 개인,,,,,,,
1936,충남,예산군,,예산읍 예산로 189,청담성모정신건강의학과,041-404-8882,6. 의원,4. 개인,,,,,,,
1937,충남,천안시,동남구,대흥로 271,고운신경과정신건강의학과의원,041-567-4300,6. 의원,4. 개인,,,,,,,
1938,충남,천안시,동남구,만남로 9 더샵오피스텔,굿모닝정신건강의학과의원,041-558-0066,6. 의원,4. 개인,,,,,,,
1939,충남,천안시,동남구,망향로 201,단국대학교의과대학부속병원,1588-0063,1. 종합병원,3. 법인,,,,O,,,O
1940,충남,천안시,동남구,만남로 15,백기청 정신건강의학과 의원,041-567-8876,6. 의원,4. 개인,,,,,,,
1941,충남,천안시,동남구,순천향 6길 31,순천향대학천안병원,041-570-3711,1. 종합병원,3. 법인,,,,,,O,
1942,충남,천안시,동남구,공설시장 2길3,열린마음허정신건강의학과,041-555-3595,6. 의원,4. 개인,,,,,,,
1943,충남,천안시,동남구,만남로 6,정빈의원,041-555-9851,6. 의원,4. 개인,,,,,,O,
1944,충남,천안시,동남구,만남로 12 태현빌딩,행복주는의원,041-565-8275,6. 의원,4. 개인,,,,,,,
1945,충남,천안시,동남구,대흥로 288,혜강병원,041-555-8275,2. 정신병원,3. 법인,O,,,O,O,O,
1946,충남,천안시,동남구,충절로 177,혜민신경정신건강의학과의원,041-552-8017,6. 의원,4. 개인,,,,,,,
1947,충남,천안시,동남구,만남로 34,홍순형신경정신과의원,041-567-5023,6. 의원,4. 개인,,,,,,,
1948,충남,천안시,서북구,불당21로 67-8,마음나래의원,041-415-2278,6. 의원,4. 개인,,,,,,,
1949,충남,천안시,서북구,불당21로 71,마음숲길정신건강의학과의원,041-417-3575,6. 의원,4. 개인,,,,,,,
1950,충남,천안시,서북구,검은들3길 60,마음애병원,041-566-5119,2. 정신병원,4. 개인,O,,,,O,,
1951,충남,천안시,서북구,동서대로 129,마인드림정신건강의학과의원,041-557-7555,6. 의원,4. 개인,,,,,,,
1952,충남,천안시,서북구,충무로 215,맑은마음정신건강의학과의원,041-579-9997,6. 의원,4. 개인,,,,,,,
1953,충남,천안시,서북구,검은들3길 58,연세조은정신건강의학과의원,041-557-3456,6. 의원,4. 개인,,,,,,,
1954,충남,천안시,서북구,쌍용대로 8,정 정신건강의학과의원,041-578-4300,6. 의원,4. 개인,,,,,,,
1955,충남,천안시,서북구,불당4로 106,좋은생각의원,041-564-9111,6. 의원,4. 개인,,,,,,,
1956,충남,천안시,서북구,동서대로 129-16,천안중앙병원,041-561-0245,2. 정신병원,4. 개인,O,,,,O,O,
1957,충남,천안시,서북구,다가말3길 8,천안충무병원,041-570-7555,1. 종합병원,3. 법인,,,,,,,
1958,충남,천안시,서북구,동서대로 125-3,편안한정신건강의학과의원,041-522-8275,6. 의원,4. 개인,,,,,,,
1959,충남,홍성군,,홍성읍 홍성천길 214,신동환병원,041-631-7541,2. 정신병원,4. 개인,O,,,,O,O,
1960,충남,홍성군,,홍성읍 조양로 224,충청남도 홍성의료원,041-630-6114,1. 종합병원,2. 공립,O,,,,,,
1961,충남,홍성군,,홍성읍 대내길 97,홍성한국병원,041-634-2088,2. 정신병원,3. 법인,O,,,,O,,
1962,전북,고창군,,보릿골로 114,임현규의원,063-561-4321,6. 의원,4. 개인,,,,,,,
1963,전북,군산시,,번영로 312,개정정신건강의학과의원,063-452-0005,6. 의원,4. 개인,,,,,,,
1964,전북,군산시,,궁포3로 4 페이지1 빌딩,군산숲정신건강의학과,063-443-0606,6. 의원,4. 개인,,,,,,,
1965,전북,군산시,,월명로 252,나눔정신건강의학과의원,063-464-5500,6. 의원,4. 개인,,,,,,,
1966,전북,군산시,,월명로 184 현진빌딩,더나은정신건강의학과의원,063-731-2100,6. 의원,4. 개인,,,,,,,
1967,전북,군산시,,대학로 205,마음편한정신건강의학과,063-465-7007,6. 의원,4. 개인,,,,,,,
1968,전북,군산시,,공단대로 396 고려빌딩,밝은마음정신건강의학과,063-461-5050,6. 의원,4. 개인,,,,,,,
1969,전북,군산시,,의료원로 27,전북특별자치도 군산의료원,063-472-5000,1. 종합병원,2. 공립,,,,,,,
1970,전북,군산시,,중앙로 71(중앙로3가),정일성정신건강의학과의원,063-442-2456,6. 의원,4. 개인,,,,,,,
1971,전북,군산시,,백토로 114 광명빌딩,휴정신건강의학과의원,063-468-5266,6. 의원,4. 개인,,,,,,,
1972,전북,김제시,,낙산1길 74,미래병원,063-540-8800,2. 정신병원,4. 개인,O,,,O,O,,
1973,전북,김제시,,영상3길 25,세미한병원,063-548-7575,2. 정신병원,3. 법인,O,,,,O,,
1974,전북,김제시,,구성5길 84-15,신세계병원,063-545-8700,2. 정신병원,4. 개인,O,,,O,O,,
1975,전북,김제시,,구성5길 84-11,신세계효병원,063-545-8100,2. 정신병원,3. 법인,O,,,O,O,,
1976,전북,김제시,,중앙로 103(요촌동 579),제일정신건강의학과,063-545-3800,6. 의원,4. 개인,,,,,,,
1977,전북,김제시,,낙산1길 74-1,희망병원,063-540-8855,2. 정신병원,3. 법인,O,,,O,O,,
1978,전북,남원시,,남문로 437,김봉준정신의학과의원,063-632-7582,6. 의원,4. 개인,,,,,,,
1979,전북,남원시,,사매면 춘향로 822-129,남원성일병원,063-634-8898,2. 정신병원,3. 법인,O,,,,O,,
1980,전북,남원시,,용성로 112,최신경정신과의원,063-633-0364,6. 의원,4. 개인,,,,,,,
1981,전북,부안군,,부안읍 석정로 233,하나정신건강의학과의원,063-581-6886,6. 의원,4. 개인,,,,,,,
1982,전북,순창군,,순창읍 옥천로 42-1,한사랑정신건강의학과,063-653-6230,6. 의원,4. 개인,,,,,,,
1983,전북,완주군,,기지로 56 제일메디프라자,김현민정신건강의학과,063-212-5544,6. 의원,4. 개인,,,,,,,
1984,전북,완주군,,운제로 100,의료법인완주의료재단 한마음화산병원,063-260-1300,2. 정신병원,3. 법인,O,,,,,,
1985,전북,완주군,,봉동읍 낙평장기로 43,의료법인한길사랑의료재단 한길병원,063-260-9900,2. 정신병원,3. 법인,O,,,,O,,
1986,전북,완주군,,소양로 465-23,전북틀별자치도 마음사랑병원,063-240-2100,2. 정신병원,2. 공립,O,,,O,O,O,
1987,전북,익산시,,선화로 65,고효선정신건강의학과의원,063-857-7575,6. 의원,4. 개인,,,,,,,
1988,전북,익산시,,동서로 230,김지훈정신건강의학과의원,063-852-8588,6. 의원,4. 개인,,,,,,,
1989,전북,익산시,,무왕로 1069,남청강정신건강의학과의원,063-837-0003,6. 의원,4. 개인,,,,,,,
1990,전북,익산시,,중앙로 6,류정신건강의학과의원,063-855-0887,6. 의원,4. 개인,,,,,,,
1991,전북,익산시,,인북로 164,박종호정신건강의학과의원,063-857-7866,6. 의원,4. 개인,,,,,,,
1992,전북,익산시,,선화로 88,백정신건강의학과의원,063-857-2020,6. 의원,4. 개인,,,,,,,
1993,전북,익산시,,무왕로 895,원광대학교병원,1577-3773,1. 종합병원,3. 법인,O,,,O,O,,O
1994,전북,익산시,,무왕로 969,익산병원,063-840-9114,1. 종합병원,3. 법인,,,,,,,
1995,전북,익산시,,고현로 112,행복한정신건강의학과의원,063-857-0405,6. 의원,4. 개인,,,,,,,
1996,전북,익산시,,인북로 266,현대정신건강의학과의원,063-851-2042,6. 의원,4. 개인,,,,,,,
1997,전북,임실군,,덕치면 사곡1길 9-8,선병원,063-643-7575,2. 정신병원,3. 법인,O,,,,O,,
1998,전북,전주시,덕진구,혁신로 697 드림프라자 302,공감정신건강의학과의원,063-213-0200,6. 의원,4. 개인,,,,,,,
1999,전북,전주시,덕진구,건산로 193,김태형정신건강의학과의원,063-283-7575,6. 의원,4. 개인,,,,,,,
2000,전북,전주시,덕진구,아중로 152,다온정신건강의학과의원,063-246-4535,6. 의원,4. 개인,,,,,,,
2001,전북,전주시,덕진구,견훤로 390,대자인병원,063-250-9231,1. 종합병원,4. 개인,,,,,,,
2002,전북,전주시,덕진구,기린대로 481,맘정신건강의학과의원,063-274-7800,6. 의원,4. 개인,,,,,,,
2003,전북,전주시,덕진구,사평로 38,배철정신건강의학과의원,063-277-3332,6. 의원,4. 개인,,,,,,,
2004,전북,전주시,덕진구,기린대로 358 영진빌딩,엘림정신건강의학과의원,063-276-7575,6. 의원,4. 개인,,,,,,,
2005,전북,전주시,덕진구,송천중앙로 177,오근영 정신건강의학과,063-285-8000,6. 의원,4. 개인,,,,,,,
2006,전북,전주시,덕진구,안덕원로 159,우리정신건강의학과의원,063-274-7142,6. 의원,4. 개인,,,,,,,
2007,전북,전주시,덕진구,안덕원로 152,유상은정신건강의학과,063-273-0013,6. 의원,4. 개인,,,,,,,
2008,전북,전주시,덕진구,건지로 20,전북대학교병원,1577-7877,1. 종합병원,1. 국립,O,,,O,,,O
2009,전북,전주시,덕진구,백제대로 685,최명수정신건강의학과의원,063-256-3300,6. 의원,4. 개인,,,,,,,
2010,전북,전주시,덕진구,조경단로 103,허정신건강의학과,063-254-5599,6. 의원,4. 개인,,,,,,,
2011,전북,전주시,덕진구,기린대로 272,현대정신건강의학과의원,063-254-7561,6. 의원,4. 개인,,,,,,,
2012,전북,전주시,완산구,팔달로 232 청목빌딩,김임정신건강의학과의원,063-272-7676,6. 의원,4. 개인,,,,,,,
2013,전북,전주시,완산구,용리로 57-3,김형준휴정신건강의학과의원,063-715-2522,6. 의원,4. 개인,,,,,,,
2014,전북,전주시,완산구,온고을로 20,다솜신경정신과,063-272-7582,6. 의원,4. 개인,,,,,,,
2015,전북,전주시,완산구,전라감영로 34,로뎀힐의원,063-231-0688,6. 의원,4. 개인,,,,,,O,
2016,전북,전주시,완산구,용머리로 57 전주크리닉센터,마음의평화정신건강의학과의원,063-225-7582,6. 의원,4. 개인,,,,,,,
2017,전북,전주시,완산구,용머리로 156,마음편한정신건강의학과,063-225-1675,6. 의원,4. 개인,,,,,,,
2018,전북,전주시,완산구,팔달로 178,맑은정신건강의학과의원,063-232-2478,6. 의원,4. 개인,,,,,,,
2019,전북,전주시,완산구,홍산로 250 우리들빌딩,서울숲정신건강의학과의원,063-227-3939,6. 의원,4. 개인,,,,,,,
2020,전북,전주시,완산구,백제대로 427,아이나래정신건강의학과의원,063-276-2100,6. 의원,4. 개인,,,,,,,
2021,전북,전주시,완산구,당산로 106,오영미정신건강의학과의원,063-272-0890,6. 의원,4. 개인,,,,,,,
2022,전북,전주시,완산구,온고을로 62 리더스빌딩,윤정흠정신건강의학과의원,063-276-1100,6. 의원,4. 개인,,,,,,,
2023,전북,전주시,완산구,백제대로 271,은헌정정신건강의학과의원,063-221-7866,6. 의원,4. 개인,,,,,,,
2024,전북,전주시,완산구,홍산로 245. 서광빌딩,이자영정신건강의학과의원,063-227-3090,6. 의원,4. 개인,,,,,,,
2025,전북,전주시,완산구,팔달로 212,장앤김정신건강의학과의원,063-284-8310,6. 의원,4. 개인,,,,,,,
2026,전북,전주시,완산구,서원로 365,재단법인예수병원유지재단예수병원,063-230-8114,1. 종합병원,3. 법인,,,,O,O,,
2027,전북,전주시,완산구,한두평 3길 13,전주병원,063-220-7200,1. 종합병원,3. 법인,,,,,,O,
2028,전북,전주시,완산구,홍산로 238,정주리정신건강의학과의원,063-226-5488,6. 의원,4. 개인,,,,,,,
2029,전북,전주시,완산구,장승배기로 208,조광현정신건강의학과의원,063-237-5050,6. 의원,4. 개인,,,,,,,
2030,전북,전주시,완산구,서원로 320,치유숲정신건강의학과의원,063-232-8575,6. 의원,4. 개인,,,,,,,
2031,전북,전주시,완산구,안행3길 10,평안의원,063-224-9978,6. 의원,4. 개인,,,,,,O,
2032,전북,정읍시,,남북로 24-3,김현기정신건강의학과의원,063-532-0056,6. 의원,4. 개인,,,,,,,
2033,전북,정읍시,,남북로 34,김형욱정신건강의학과의원,063-535-7776,6. 의원,4. 개인,,,,,,,
2034,전북,정읍시,,충정로 606-22,정읍아산병원,063-530-6114,1. 종합병원,3. 법인,,,,,,O,
2035,전북,정읍시,,중앙1길 66-1,중앙정신건강의학과의원,063-535-8876,6. 의원,4. 개인,,,,,,,
2036,전북,정읍시,,새암길 29-11,참조은병원,063-538-9730,2. 정신병원,3. 법인,O,,,O,O,,
2037,전남,강진군,,평동2길 30,마음편한정신건강의학과의원,061-432-5508,6. 의원,4. 개인,,,,,,,
2038,전남,고흥군,,고흥로 1745-2,잘자고 마음편한 키다리 정신의학과 의원,061-835-9752,6. 의원,4. 개인,,,,,,,
2039,전남,곡성군,,곡성로 761,곡성사랑병원,061-360-6000,5. 병원,3. 법인,,,,,O,,
2040,전남,광양시,,중마중앙로 60,로뎀정신의학과의원,061-793-1359,6. 의원,4. 개인,,,,,,,
2041,전남,광양시,,공영로 88,허윤정신의학과의원,061-791-7975,6. 의원,4. 개인,,,,,,,
2042,전남,구례군,,구례읍 로터리길 17,해피뷰정신건강의학과의원,061-782-7200,6. 의원,4. 개인,,,,,,,
2043,전남,나주시,,영산로 5891-9,나주효사랑병원,061-330-1700,2. 정신병원,3. 법인,,,,O,O,,
2044,전남,나주시,,매성길 61,다정한병원,061-330-8000,2. 정신병원,4. 개인,O,,,O,O,,
2045,전남,나주시,,산포면 세남로 1328-31,국립나주병원,061-330-4114,2. 정신병원,1. 국립,O,,,O,O,,
2046,전남,나주시,,세남로 1566-3,밝은마음병원,061-339-9002,2. 정신병원,4. 개인,O,,,,O,,
2047,전남,담양군,,대덕면 용산로 369,담양참사랑병원,061-380-1004,2. 정신병원,3. 법인,O,,,O,O,,
2048,전남,담양군,,담양읍 지침3길 13,더맑은정신건강의학과,061-938-9920,6. 의원,4. 개인,,,,,,,
2049,전남,담양군,,차동길 2-62,창평우리병원,061-380-7000,2. 정신병원,4. 개인,O,,,O,O,,
2050,전남,목포시,,영산로 87번길1,김훈정신건강의학과의원,061-244-5860,6. 의원,4. 개인,,,,,,,
2051,전남,목포시,,옥암로 147,명정신건강의학과의원,061-285-9408,6. 의원,4. 개인,,,,,,,
2052,전남,목포시,,백년대로 303,목포기독병원,061-280-7500,1. 종합병원,4. 개인,,,,,,,
2053,전남,목포시,,이로로 18,목포시의료원,061-260-6500,1. 종합병원,2. 공립,,,,,O,,
2054,전남,목포시,,영산로 623,목포중앙병원,061-280-3328,1. 종합병원,3. 법인,,,,O,O,,
2055,전남,목포시,,영산로 483,목포한국병원,061-270-5500,1. 종합병원,4. 개인,,,,,,,
2056,전남,목포시,,영산로 325,성모정신건강의학과의원,061-278-5875,6. 의원,4. 개인,,,,,,,
2057,전남,목포시,,수문로 8,세련신경와의원,061-242-5559,6. 의원,4. 개인,,,,,,,
2058,전남,목포시,,고하대로 795-2,세안종합병원,061-260-6700,1. 종합병원,3. 법인,O,,,O,O,,
2059,전남,목포시,,교육로 77,태원정신건강의학과의원,061-284-8831,6. 의원,4. 개인,,,,,,,
2060,전남,무안군,,무안읍 몽탄로 65,무안병원,061-450-3000,1. 종합병원,3. 법인,O,,,,O,,
2061,전남,보성군,,송재로 59-2,보성제일병원,061-853-7700,2. 정신병원,3. 법인,,,,O,O,,
2062,전남,보성군,,남하로 12,삼호병원,061-859-5000,5. 병원,3. 법인,O,,,,O,,
2063,전남,순천시,,조례1길 24,근로복지공단 순천병원,061-720-7575,1. 종합병원,2. 공립,,,,,,,
2064,전남,순천시,,이수로 315,김량진정신건강의학과의원,061-742-3600,6. 의원,4. 개인,,,,,,,
2065,전남,순천시,,하풍동길 6,김인호정신건강의학과의원,061-745-9400,6. 의원,4. 개인,,,,,,,
2066,전남,순천시,,왕지2길 4-20,담은 정신건강의학과의원,061-727-3063,6. 의원,4. 개인,,,,,,,
2067,전남,순천시,,순광로 6,민 정신건강의학과의원,061-754-5555,6. 의원,4. 개인,,,,,,,
2068,전남,순천시,,이수로 319,밝은마을정신건강의학과의원,061-725-8275,6. 의원,4. 개인,,,,,,,
2069,전남,순천시,,순광로 221,성가롤로병원,061-720-2000,1. 종합병원,3. 법인,,,,,,,
2070,전남,순천시,,낙안면 읍성로 302,순천은병원,061-752-8575,2. 정신병원,3. 법인,O,,,,O,,
2071,전남,순천시,,중앙로 119-1,순천정신건강의학과의원,061-751-1053,6. 의원,4. 개인,,,,,,,
2072,전남,순천시,,이수로 325,웰빙의원,061-725-0096,6. 의원,4. 개인,,,,,,,
2073,전남,순천시,,서문성터길2,전라남도순천의료원,061-759-9114,1. 종합병원,2. 공립,O,,,O,O,,
2074,전남,순천시,,대석길 20,최종영신경정신과의원,061-723-4735,6. 의원,4. 개인,,,,,,,
2075,전남,여수시,,망마로 39,맑은정신건강의학과의원,061-684-7890,6. 의원,4. 개인,,,,,,,
2076,전남,여수시,,여서1로 54,삼성숲정신건강의학과의원,061-655-3999,6. 의원,4. 개인,,,,,,,
2077,전남,여수시,,문수로 16-1,여서정신건강의학과의원,061-653-6742,6. 의원,4. 개인,,,,,,,
2078,전남,여수시,,좌수영로 49,여수전남병원,061-640-1750,1. 종합병원,4. 개인,,,,,,,
2079,전남,여수시,,쌍봉로 70,여수제일병원,061-689-8114,1. 종합병원,3. 법인,,,,,,,
2080,전남,여수시,,무선로 95,여천전남병원,061-690-6000,1. 종합병원,4. 개인,,,,,,,
2081,전남,여수시,,남산로 126,잘자는정신건강의학과의원,061-643-8274,6. 의원,4. 개인,,,,,,,
2082,전남,영광군,,영광읍 옥당로 153,서울정신건강의학과의원,061-351-1179,6. 의원,4. 개인,,,,,,,
2083,전남,영광군,,영광읍 천년로 1351-15,영광기독신하병원,061-350-7000,2. 정신병원,3. 법인,O,,,O,O,,
2084,전남,영암군,,오리정길8,영암한국병원,061-470-7100,5. 병원,4. 개인,O,,,,O,,
2085,전남,장성군,,장성읍 역전로 171,의료법인행복나눔의료재단장성병원,061-390-9000,5. 병원,3. 법인,O,,,,O,,
2086,전남,장흥군,,중앙로 19-2 (장흥읍),맑은기억 정신건강의학과의원,061-864-7708,6. 의원,4. 개인,,,,,,,
2087,전남,진도군,,진도읍 남산로 138,길정신건강의학과의원,061-542-9111,6. 의원,4. 개인,,,,,,,
2088,전남,함평군,,함평읍 중앙길 80,좋은생각정신건강의학과의원,061-323-1119,6. 의원,4. 개인,,,,,,,
2089,전남,해남군,,해남로 597,해남우리종합병원,061-530-7000,1. 종합병원,4. 개인,,,,,O,,
2090,전남,해남군,,해남로 583-52,해남혜민병원,061-534-8868,2. 정신병원,3. 법인,O,,,O,O,,
2091,전남,화순군,,고인돌1로 282-14,보은병원,061-370-3000,2. 정신병원,4. 개인,O,,,O,O,,
2092,전남,화순군,,충의로 109,화순고려병원,061-370-3700,5. 병원,4. 개인,O,,,,,,
2093,전남,화순군,,만연로 31,화순성심병원,061-370-9114,5. 병원,4. 개인,,,,,,,
2094,전남,화순군,,서양로 322,화순전남대학교병원,1899-0000,1. 종합병원,3. 법인,,,,,,,O
2095,경북,경산시,,중앙로 69(중방동),경산정신건강의학과의원,053-815-9933,6. 의원,4. 개인,,,,,,,
2096,경북,경산시,,경안로 11 (백천동),경산중앙병원,053-715-0107,1. 종합병원,3. 법인,O,,,,O,,
2097,경북,경산시,,하양읍 대경로105길 3,돌고래정신건강의학과의원,비공개,6. 의원,4. 개인,,,,,,,
2098,경북,경산시,,경안로 202,봄정신건강의학과의원,053-811-2088,6. 의원,4. 개인,,,,,,,
2099,경북,경산시,,대학로10길 1,새롬정신건강의학과의원,053-813-8875,6. 의원,4. 개인,,,,,,,
2100,경북,경산시,,경안로 208 (중방동),세명병원,053-819-8812,1. 종합병원,3. 법인,O,,,,O,,
2101,경북,경산시,,화랑로 8길 26 (갑제동),우리세명병원,053-819-9500,2. 정신병원,3. 법인,O,,,,O,O,
2102,경북,경주시,,봉황로 51번길 27,경주정신건강의학과의원,054-624-0505,6. 의원,4. 개인,,,,,,,
2103,경북,경주시,,중앙로 48번길 3,김진용정신건강의학과의원,054-624-0700,6. 의원,4. 개인,,,,,,,
2104,경북,경주시,,동대로 87(석장동),동국대학교 경주병원,054-748-9300,1. 종합병원,3. 법인,O,,,,O,,
2105,경북,경주시,,원화로 287,부엉이정신건강의학과의원,054-743-0352,6. 의원,4. 개인,,,,,,,
2106,경북,경주시,,원효로 93-1,새빛병원,054-741-2300,2. 정신병원,3. 법인,O,,,,O,,
2107,경북,경주시,,화랑로 115,손정신과의원,054-746-0128,6. 의원,4. 개인,,,,,,,
2108,경북,경주시,,안강중앙로 150-3,안강중앙병원,054-763-8000,2. 정신병원,4. 개인,,,,,,,
2109,경북,구미시,,인동중앙로 11,다니엘정신건강의학과,054-471-4100,6. 의원,4. 개인,,,,,,,
2110,경북,구미시,,신시로 75,맑은마음정신과의원,054-451-7582,6. 의원,4. 개인,,,,,,,
2111,경북,구미시,,여헌로 30,미래로병원,1588-1717,2. 정신병원,3. 법인,O,,,O,O,,
2112,경북,구미시,,1공단로 179,순천향대학교 부속 구미병원,054-468-9114,1. 종합병원,3. 법인,,,,,,,
2113,경북,구미시,,중앙로 85,열린마음정신과의원,054-456-1475,6. 의원,4. 개인,,,,,,,
2114,경북,구미시,,구미중앙로 111,장정신과의원,054-454-7582,6. 의원,4. 개인,,,,,,,
2115,경북,구미시,,신시로 10길 12,차의과학대학교부속 구미차병원,054-450-9700,1. 종합병원,3. 법인,,,,,,,
2116,경북,구미시,,야은로 305,펴나난정신과의원,054-454-0500,6. 의원,4. 개인,,,,,,,
2117,경북,김천시,,아홉사리길 140-49(응명동),김천신경정신병원,054-432-5040,2. 정신병원,3. 법인,,,,O,O,,
2118,경북,김천시,,신애길 89(어모면),신애정신병원,054-420-7100,2. 정신병원,3. 법인,O,,,,O,,
2119,경북,김천시,,모암길 24,경상북도 김천의료원,054-429-8114,1. 종합병원,2. 공립,,,,,,,
2120,경북,김천시,,평화중앙8길 15(평화동),김천신경정신건강의원,054-432-2626,6. 의원,4. 개인,,,,,,,
2121,경북,김천시,,중앙공원1길 7-6(남산동),최영택정신건강의학과의원,054-439-6009,6. 의원,4. 개인,,,,,,,
2122,경북,문경시,,점촌동 350-4,김규태신경정신의학과의원,054-552-1072,6. 의원,4. 개인,,,,,,,
2123,경북,문경시,,당교3길 25,문경제일병원,054-550-7700,1. 종합병원,3. 법인,O,,,,O,,
